adress,longitude,latitude,living_area,land_area,supplemental_area,patio,balcony,number_of_rooms,build_year,operating_cost,sold_price,living_to_land_ratio,area_per_room
"Lillstugevägen 15, None, Örebro",59.2489128,15.279192,135.0,1334.0,0.0,0,0,4.0,1954,43400,3700000,0.10119940029985007,33.75
"Svarvarevägen 9, Centralt, Nykvarns",59.177803,17.4197865,167.0,1050.0,55.0,0,0,9.0,1978,35100,4400000,0.15904761904761905,18.555555555555557
"Skogvaktarvägen 4, Götaslätten, Lilla Edets",58.1244278,12.1397467,121.0,928.0,0.0,0,0,5.0,1981,46051,2000000,0.13038793103448276,24.2
"Soldatvägen 27, None, Skellefteå",64.69154,21.2205257,139.0,610.0,26.0,0,0,6.0,1973,38944,2000000,0.2278688524590164,23.166666666666668
"Örtugsvägen 19, Kungsängen, Upplands-Bro",59.4841423,17.74344,116.0,658.0,4.0,0,0,4.0,1982,22000,4400000,0.1762917933130699,29.0
"Enebygatan 25, Kisa, Kinda",57.98753,15.6443748,76.0,1136.0,31.0,0,0,4.0,1880,29616,1250000,0.06690140845070422,19.0
"Fäladsgatan 6, Örkelljunga, Örkelljunga",56.2771645,13.27515,96.0,867.0,0.0,0,0,4.0,1976,34364,1200000,0.11072664359861592,24.0
"Högmarksvägen 8, None, Ronneby",56.1945076,15.26809,136.0,1609.0,76.0,0,0,5.0,1944,28789,2750000,0.08452454940957116,27.2
"Harmonivägen 22, Läckeby, Kalmar",56.78574,16.3032112,103.0,1507.0,35.0,0,0,3.0,1970,50549,1900000,0.0683477106834771,34.333333333333336
"Landsvägen 2423, Anderslöv, Trelleborgs",55.43724824329227,13.356481713932718,115.0,1211.0,69.0,0,0,5.0,1959,41700,2100000,0.09496284062758051,23.0
"Tunatorp Nabbudden 8, Tunatorp, Växjö",56.9580536,14.7165489,80.0,1124.0,0.0,0,0,3.0,1936,21484,3500000,0.0711743772241993,26.666666666666668
"Västra Bodarnevägen 69, Västra Bodarna, Alingsås",57.8818741,12.4638863,127.0,2650.0,0.0,0,0,4.0,1932,23075,5000000,0.047924528301886794,31.75
"Prebendevägen 15, Norr, Växjö",56.88752,14.824748,173.0,836.0,0.0,0,0,8.0,1971,77132,3500000,0.2069377990430622,21.625
"Svenstorpsvägen 282, Svenstorp, Ystads",55.4801521,13.94702,185.0,4142.0,0.0,0,0,7.0,1930,33069,1725000,0.04466441332689522,26.428571428571427
"Vikaliden 521, Hällingsjö, Härryda",57.6240258523193,12.3855615124735,134.0,1834.0,4.0,0,0,4.0,1967,35391,3250000,0.07306434023991276,33.5
"Tallvägen 5, Hälletorp, Härnösands",62.6327826255013,17.911133360285,95.0,988.0,46.0,0,0,4.0,1936,40733,805000,0.09615384615384616,23.75
"Norra Parkgången 8, Skanör, Vellinge",55.414463,12.8491192,230.0,960.0,0.0,0,0,7.0,1986,72602,11300000,0.23958333333333334,32.857142857142854
"Tallåsavägen 1, Kristineberg, Oskarshamns",57.2492406417907,16.4578057800303,117.0,925.0,143.0,1,0,7.0,1977,24807,2100000,0.1264864864864865,16.714285714285715
"Höjavägen 28, Villan, Ängelholms",56.2370567,12.8667927,155.0,1012.0,70.0,0,0,5.0,1956,66999,5125000,0.15316205533596838,31.0
"Georgsgatan 6B, Centrala Halmstad - Väster, Halmstads",56.6741028,12.8410711,140.0,199.0,70.0,0,0,5.0,1978,35182,3000000,0.7035175879396985,28.0
"Såningsvägen 34, Södra Sunderbyn, Luleå",65.6633453,21.9412727,160.0,1093.0,0.0,0,0,6.0,2009,35015,4000000,0.1463860933211345,26.666666666666668
"Hällskärsvägen 2, Norrsundet, Gävle",60.9194739114,17.1110226465,110.0,1975.0,41.0,0,0,3.0,1937,29688,400000,0.05569620253164557,36.666666666666664
"Ekastorp Mossavägen 17, Södra Rörum, Hörby",55.933429223,13.7079190036,86.0,1780.0,0.0,1,0,3.0,1974,35258,1150000,0.048314606741573035,28.666666666666668
"Gamla Kungsvägen 75, Billingssluttningen, Skövde",58.39183,13.8284731,134.0,836.0,93.0,0,0,5.0,1984,52406,3700000,0.16028708133971292,26.8
"Sofiedalsvägen 9, Valbo, Gävle",60.6389975349,17.0015017493,117.0,864.0,120.0,0,0,5.0,1963,13713,2100000,0.13541666666666666,23.4
"Vallbohagavägen 1, Spexhult, Nässjö",57.6299184625,14.6821946751,60.0,1174.0,0.0,0,0,3.0,1916,23619,1695000,0.05110732538330494,20.0
"Lerbäcksvägen 17, Åsbro, Askersunds",58.949028,15.0443935,106.0,1325.0,8.0,0,0,4.0,1939,58182,900000,0.08,26.5
"Storegårdsvägen 12, Karl Gustav, Varbergs",57.2578018715,12.5525695828,74.0,560.0,20.0,1,0,3.0,1968,12000,700000,0.13214285714285715,24.666666666666668
"Hällan 42, Jättendal, Nordanstigs",61.9688207719,17.3014354317,172.0,2844.0,0.0,1,0,5.0,1998,41700,2350000,0.06047819971870605,34.4
"Kvartärvägen 1, Hökåsen, Västerås",59.6695304144,16.5850163117,113.0,964.0,174.0,0,0,6.0,1974,54500,4200000,0.11721991701244813,18.833333333333332
"Tjugesta 203, Tjugesta, Örebro",59.3514442,15.390461,121.0,1465.0,38.0,0,0,4.0,2008,40526,2900000,0.08259385665529011,30.25
"Solhemsvägen 10, Kolberga, Oskarshamns",57.2740479,16.4721127,122.0,764.0,101.0,0,0,5.0,1969,56509,3900000,0.15968586387434555,24.4
"Trädgårdsvägen 5, None, Nordmalings",63.54186,19.4351139,140.0,890.0,0.0,0,0,5.0,1929,33475,550000,0.15730337078651685,28.0
"Kvarnegårdsgatan 26, Gamla Staden, Lidköpings",58.495453,13.1606655,100.0,708.0,61.0,1,0,4.0,1957,43747,3325000,0.14124293785310735,25.0
"Kopparnäsvägen 50, Kopparnäs, Piteå",65.4044365017,21.4784972567,130.0,1308.0,38.0,0,0,7.0,1966,43380,895000,0.09938837920489296,18.571428571428573
"Charlottenbergsgatan 2, Råtorp, Karlstads",59.4051470016,13.4843842294,65.0,1441.0,65.0,1,0,2.0,1939,32436,2650000,0.04510756419153366,32.5
"Gällstads Backen 101, Gällstad, Ulricehamns",57.6511397167,13.4659818056,140.0,2310.0,90.0,1,0,5.0,1909,53085,1900000,0.06060606060606061,28.0
"Rosforsvägen 302, Sjulsmark, Piteå",65.54247183813175,21.493300882671093,90.0,1990.0,65.0,0,0,4.0,1954,26078,1000000,0.04522613065326633,22.5
"Skatvägen 3, Bunkeflostrand, Malmö",55.5522979614145,12.90931081477042,133.0,320.0,24.0,0,0,5.0,1968,41000,5000000,0.415625,26.6
"Vråkvägen 24, Mosstorp, Lidingö",59.35647969754714,18.14776649311,68.0,1141.0,60.0,0,0,4.0,1947,44800,8570000,0.05959684487291849,17.0
"Dalvägen 88, Ella Park, Täby",59.4551414958,18.0461132993,148.0,922.0,33.0,0,0,4.0,1973,53577,7000000,0.16052060737527116,37.0
"Ankarvägen 14, Ornäs, Borlänge",60.50484315402428,15.532996860421218,103.0,1090.0,97.0,0,0,6.0,1974,39553,3495000,0.0944954128440367,17.166666666666668
"Strandvägen 113B, Tyresö Strand, Tyresö",59.25412799536795,18.27253313667052,160.0,1416.0,30.0,0,0,8.0,2010,47147,11500000,0.11299435028248588,20.0
"Markussons plats 10, Vallda, Kungsbacka",57.4832479648596,11.97726642853648,125.0,578.0,4.0,1,0,5.0,1968,43349,3600000,0.21626297577854672,25.0
"Menlösa 10, Menlösa, Laholms",56.4230977403731,13.068918731875767,100.0,4000.0,65.0,1,0,4.0,1936,31000,2475000,0.025,25.0
"Abborrevägen 8, Boxholm, Timmerö, Boxholms",58.18137372137489,15.063409257821055,129.0,878.0,0.0,0,0,4.0,2021,36000,2995000,0.1469248291571754,32.25
"Västerhejde Beckatorpsvägen 11, Västerhejde, Gotlands",57.58946133140432,18.24435975747009,122.0,1506.0,0.0,0,0,5.0,1988,35194,3950000,0.08100929614873838,24.4
"Gärdhem Furutorp, Trollhättan, Trollhättans",58.2583837,12.3543347,143.0,5751.0,69.0,1,1,6.0,1958,45872,3950000,0.024865240827682142,23.833333333333332
"Ohtanajärvi 158, Ohtanajärvi, Pajala",66.91006947663695,23.14385613334682,83.0,1698.0,64.0,0,0,4.0,1951,32092,295000,0.04888103651354535,20.75
"Långå Sandbacken 353, Hede, Härjedalens",62.4520248367,13.2371795433,96.0,1530.0,96.0,0,0,3.0,1957,43675,850000,0.06274509803921569,32.0
"Svengrensgatan 22, Övre Nyfors, Eskilstuna",59.36423508736581,16.504733218958915,173.0,660.0,138.0,0,0,6.0,1932,68491,3075000,0.26212121212121214,28.833333333333332
"Östra Propellergatan 7, Edvinshem, Ystads",55.4281158,13.7949362,125.0,963.0,150.0,0,0,4.0,1972,37326,3150000,0.12980269989615784,31.25
"Kaprifolvägen 2, Viken, Höganäs",56.1591263,12.5771532,142.0,829.0,0.0,0,0,6.0,1973,27291,3550000,0.1712907117008444,23.666666666666668
"Ladugatan 14, Centrala Vellinge, Vellinge",55.46495,13.02315,190.0,779.0,0.0,0,0,5.0,1977,70448,6250000,0.24390243902439024,38.0
"Per-Nilsabyn 10, None, Staffanstorps",55.633728,13.2054319,168.0,640.0,0.0,0,0,7.0,1972,31126,3495000,0.2625,24.0
"Vreta 12, Lisö/Ösmo, Nynäshamns",58.9148445,17.7817364,65.0,1637.0,0.0,0,0,3.0,1909,26500,2000000,0.03970678069639585,21.666666666666668
"Folkskolevägen 2, Vendelsö, Haninge",59.18914,18.17974,224.0,1622.0,13.0,0,0,7.0,2004,52659,8100000,0.1381011097410604,32.0
"Ugglarp 88, Trunnerup, Skurups",55.5049477,13.63791,115.0,2500.0,0.0,0,0,4.0,1910,32442,3195000,0.046,28.75
"Torrlösa 2730, Torrlösa, Svalövs",55.91027,13.1376715,141.0,579.0,35.0,0,0,8.0,1881,54185,1745000,0.24352331606217617,17.625
"Lyckåkersvägen 42, LUDVIKA Notgården, Ludvika",60.1335945,15.1647272,150.0,1575.0,0.0,0,0,5.0,1969,53781,2700000,0.09523809523809523,30.0
"Hummelmoravägen 4, Djurö Överby, Värmdö",59.35911,18.6797924,175.0,3618.0,0.0,0,0,4.0,1932,58588,5495000,0.04836926478717524,43.75
"Hällberga Lillhagen, Hällberga, Eskilstuna",59.3276558,16.59501,164.0,22155.0,0.0,0,0,8.0,2002,42666,3500000,0.007402392236515459,20.5
"Hults lid 15, Skepparkroken, Ängelholms",56.2903442,12.8148928,184.0,826.0,20.0,0,0,5.0,1978,47373,6100000,0.22276029055690072,36.8
"Tomtnäsvägen 5, Lexe, Gävle",60.678257,17.09555,153.0,428.0,102.0,0,0,7.0,1973,46124,3495000,0.3574766355140187,21.857142857142858
"Målsövägen 2, Kalix-Nyborg, Kalix",65.7774,23.1877232,54.0,2996.0,0.0,0,0,3.0,1948,47431,450000,0.018024032042723633,18.0
"Dagsberg Lilla Eggeby 1, Ljunga, Norrköpings",58.57199,16.31908,180.0,1610.0,0.0,0,0,5.0,1991,52000,4650000,0.11180124223602485,36.0
"Aspegränd 4, Brämhult, Borås",57.7306023,12.9954929,147.0,1131.0,100.0,0,0,6.0,1950,52995,3200000,0.129973474801061,24.5
"Sevalla Erikslund 2, Sevalla, Västerås",59.7418976,16.71752,120.0,6200.0,70.0,0,0,6.0,1957,40506,2300000,0.01935483870967742,20.0
"Bäckstigen 21, Gustavsberg Lugnet, Värmdö",59.3340569,18.3862972,114.0,147.0,0.0,0,0,4.0,1961,40204,3495000,0.7755102040816326,28.5
"Täppgatan 8, Jakobsberg, Västerås",59.60682,16.5253544,146.0,580.0,0.0,0,0,6.0,1975,46655,6195000,0.2517241379310345,24.333333333333332
"Mats Ålännings gata 10, Torshälla, Eskilstuna",59.4134979,16.478,99.0,788.0,105.0,0,0,4.0,1962,46815,2550000,0.12563451776649745,24.75
"Benvedsgränd 2, Bara, Svedala",55.5853655586,13.1807427766,183.0,1063.0,0.0,0,0,7.0,1973,29391,4700000,0.17215428033866415,26.142857142857142
"Bergslagsgatan 11, Burhagen, Säters",60.3476448,15.7338762,81.0,1500.0,20.0,0,0,3.0,1921,36823,1400000,0.054,27.0
"Nyarpsvägen 17, Grönahög, Ulricehamns",57.6948914917,13.5799345964,98.0,1630.0,63.0,0,0,5.0,1954,17588,650000,0.06012269938650307,19.6
"Enköpingsvägen 100, Bålsta Övergran, Håbo",59.6315727,17.48287,84.0,1197.0,0.0,0,0,3.0,1934,25760,2700000,0.07017543859649122,28.0
"Mellangatan 7, Bromölla, Bromölla",56.0685915844,14.4855291879,123.0,907.0,9.0,0,0,5.0,1971,33998,1195000,0.13561190738699008,24.6
"Nobelvägen 3B, Gyttorp, Nora",59.504541405,14.9562938311,115.0,559.0,44.0,1,0,3.0,1967,64354,1050000,0.20572450805008943,38.333333333333336
"Gullarp 1208, Gullarp, Eslövs",55.861313,13.260582,102.0,835.0,0.0,0,0,4.0,1909,34523,1125000,0.12215568862275449,25.5
"Myckelby 246, None, Hedemora",60.4286286154,15.9452497674,180.0,3952.0,20.0,1,0,6.0,1909,61864,2000000,0.04554655870445344,30.0
"Solvik Nydal 1, Solvik, Arvika",59.649628,12.6457815,150.0,4248.0,0.0,1,0,5.0,1920,36195,2100000,0.03531073446327684,30.0
"Johansgatan 13, Bergsbyn Norra, Skellefteå",64.7252496685,21.0765551217,117.0,1188.0,117.0,0,0,5.0,1966,25727,3540000,0.09848484848484848,23.4
"Mellanåsgatan 18, Bohult, Karlskoga",59.33094541347926,14.529424834036424,154.0,1006.0,46.0,1,1,6.0,1916,58741,2575000,0.15308151093439365,25.666666666666668
"Eksjövägen 64, Bruzaholm, Eksjö",57.64144636375393,15.286781426939164,122.0,1519.0,82.0,0,0,6.0,1939,36487,670000,0.08031599736668861,20.333333333333332
"Ångersvägen 17, Kastlösa, Mörbylånga",56.45763177147227,16.423559434522968,95.0,1936.0,0.0,1,0,3.0,2020,28974,3400000,0.0490702479338843,31.666666666666668
"Tvikstavägen 64, Hedemora, Hedemora",60.29371834446447,15.979507498439569,92.0,598.0,92.0,0,0,5.0,1964,38538,995000,0.15384615384615385,18.4
"Tegelbruksvägen 13, Inre Brevik / Trinntorp, Tyresö",59.2249804528741,18.348768821281947,140.0,2297.0,0.0,0,0,5.0,2009,31650,5200000,0.06094906399651719,28.0
"Marbäcksgatan 7, Oskarström, Halmstads",56.805059018402005,12.965442835675308,107.0,719.0,63.0,0,0,5.0,1956,29479,1600000,0.14881780250347706,21.4
"Killingövägen 3, KARLSBY, Motala",58.6368028962,15.1275850079,83.0,829.0,63.0,0,0,4.0,1940,36400,1825000,0.10012062726176116,20.75
"Spjutgatan 11, LIDKÖPING, Lidköpings",58.499843968421466,13.133398513044645,107.0,591.0,19.0,0,0,5.0,1962,23862,2910000,0.18104906937394247,21.4
"Hermelinsgatan 16, Centrum, Jokkmokks",66.60651049758955,19.817977592619226,103.0,1000.0,61.0,0,0,4.0,1960,53311,1195000,0.103,25.75
"Doktorsgatan 13, Domsjö, Örnsköldsviks",63.26478195390065,18.691727402181296,121.0,1431.0,0.0,1,0,4.0,1994,40423,1550000,0.08455625436757512,30.25
"Tredje Tvärgränd 4, Gullringen, Vimmerby",57.79602374845411,15.710651855848422,107.0,550.0,0.0,1,0,4.0,1975,41000,750000,0.19454545454545455,26.75
"Lars Ols väg 42, Sätofta - Nyby, Höörs",55.90450641011816,13.532915833547223,175.0,878.0,0.0,0,0,6.0,1981,42146,3100000,0.19931662870159453,29.166666666666668
"Älvsborgsvägen 41, Centrum, Jokkmokks",66.61175705007687,19.80983165210044,83.0,989.0,12.0,1,0,3.0,1967,34995,430000,0.0839231547017189,27.666666666666668
"Vimpelgatan 4, Fridhem, Vänersborgs",58.35784126419893,12.346087184208674,112.0,801.0,40.0,1,0,5.0,1972,36000,1650000,0.13982521847690388,22.4
"Grönvallen 33, Avesta, Avesta",60.18508702575525,16.123279339042316,163.0,2440.0,98.0,0,0,5.0,1924,33883,600000,0.06680327868852459,32.6
"Vinkelgatan 8, None, Hörby",55.85773853177712,13.660079540100996,85.0,1063.0,10.0,0,0,5.0,1918,34635,2050000,0.0799623706491063,17.0
"Högbergagatan 7, Borås, Borås",57.73395797621028,12.960417928113298,125.0,881.0,120.0,0,0,6.0,1966,56167,5500000,0.14188422247446084,20.833333333333332
"Eneby 216, Centrala Sigtuna, Sigtuna",59.6386587849,17.7881916408,175.0,1678.0,0.0,0,0,7.0,2018,38000,5850000,0.10429082240762813,25.0
"Krokshult Änghult, Fröseke, Uppvidinge",56.97128611211307,15.806428727371848,135.0,6880.0,0.0,0,0,5.0,1928,6073,1650000,0.019622093023255814,27.0
"Örnäs 711, Skattkärr, Karlstads",59.47646724333054,13.740240295094456,160.0,2304.0,57.0,0,0,6.0,1983,18942,3150000,0.06944444444444445,26.666666666666668
"Ängslättsvägen 55-44, Beddingestrand/Lilla Beddinge, Trelleborgs",55.38980681598536,13.429491470114405,223.0,7327.0,39.0,0,0,9.0,1908,33027,8850000,0.030435376006551114,24.77777777777778
"Stora Tolångavägen 248, Tolånga, Sjöbo",55.6388359,13.7708025,135.0,2415.0,80.0,0,0,5.0,1940,33248,2075000,0.055900621118012424,27.0
"Wattmansvägen 31, Kroksta, Örnsköldsviks",63.316864,18.6671429,132.0,637.0,0.0,0,0,5.0,1974,38541,1500000,0.20722135007849293,26.4
"Trollsländevägen 17, Fresta, Upplands Väsby",59.5145264,17.9603615,112.0,221.0,0.0,0,0,5.0,1974,48604,4000000,0.5067873303167421,22.4
"Ingvarsgatan 59, Svartbäcken, Uppsala",59.87686,17.6346416,72.0,654.0,36.0,0,0,5.0,1943,39265,4650000,0.11009174311926606,14.4
"Joachim Becks gata 6, Bara, Svedala",55.5834274,13.1786366,161.0,806.0,20.0,0,0,6.0,1973,62847,3800000,0.19975186104218362,26.833333333333332
"Söderby torgs allé 54, Söderby, Salems",59.20655,17.7877254,161.0,763.0,0.0,0,0,6.0,2008,33804,6450000,0.21100917431192662,26.833333333333332
"Hörbyvägen 4-0, Linderöd, Kristianstads",55.9319561337577,13.8243416476986,158.0,1075.0,83.0,0,0,6.0,1935,43415,2100000,0.1469767441860465,26.333333333333332
"Jonsbo 203, Hyltebruk, Hylte",56.9890417011862,13.2473025229267,55.0,2060.0,0.0,0,0,4.0,1939,10500,240000,0.02669902912621359,13.75
"Mellomgårdsgatan 9, Hulta, Borås",57.7148,12.9750128,96.0,516.0,16.0,0,0,5.0,1959,27089,1650000,0.18604651162790697,19.2
"Villavägen 9, Bankeryd, Jönköpings",57.8582077,14.128396,164.0,1337.0,38.0,0,0,5.0,1960,37554,3175000,0.12266267763649963,32.8
"Konvaljestigen 5, Sikvik, Gävle",60.6731567,17.2717819,105.0,1067.0,105.0,0,0,4.0,1935,56956,3095000,0.09840674789128398,26.25
"Nyebo 517, Blomstermåla, Mönsterås",56.9864044,16.3839,62.0,3605.0,0.0,0,0,2.0,1800,15659,500000,0.017198335644937588,31.0
"Hällbo 9111, Hällbo, Bollnäs",61.2156525,16.40185,110.0,29861.0,0.0,0,0,4.0,1909,32816,2100000,0.003683734637152138,27.5
"Glasvägen 6, Mörrum, Karlshamns",56.1953052888121,14.7451833365074,123.0,1002.0,55.0,0,0,6.0,1953,48861,1950000,0.12275449101796407,20.5
"Svedjorna 36B, Hindås, Bollebygds",57.76177,12.4892263,84.0,899.0,0.0,0,0,4.0,2019,30902,3400000,0.09343715239154617,21.0
"Mellanmon 251, Mellanmon, Kalmar",56.6109123,16.2079067,69.0,38492.0,0.0,0,0,4.0,1909,9500,2150000,0.0017925802764210746,17.25
"Berg Fridhem, Berg, Skövde",58.5097122,13.7814312,125.0,1671.0,0.0,0,0,5.0,1909,33325,2295000,0.07480550568521843,25.0
"Björkbacken, Västerljung, Trosa",58.9188232,17.4538364,398.0,4615.0,124.0,0,0,9.0,1920,82449,6800000,0.08624052004333695,44.22222222222222
"Vallonvägen 48, Iggesund - Brunnsnäs, Hudiksvalls",61.6369581881475,17.0647321975963,148.0,701.0,0.0,0,0,6.0,1983,39421,1800000,0.21112696148359486,24.666666666666668
"Valhallsvägen 26D, Skälderviken, Ängelholms",56.2705536,12.8437777,170.0,428.0,4.0,0,0,4.0,2010,43369,7500000,0.397196261682243,42.5
"Tångeråsa Södra Berg, None, Lekebergs",59.0686455,14.7766628,84.0,9008.0,0.0,0,0,2.0,1929,40679,800000,0.009325044404973356,42.0
"Rådjursvägen 11, Anderslöv, Trelleborgs",55.43528,13.3213844,150.0,410.0,0.0,0,0,7.0,1981,53208,3350000,0.36585365853658536,21.428571428571427
"Tidafors 320, Tidafors, Karlstads",59.6452990260556,13.7103376401521,213.0,1925.0,0.0,0,0,4.0,1925,62619,1550000,0.11064935064935065,53.25
"Hertig Carls allé 16, Bregården, Karlskoga",59.32071,14.5168352,124.0,1081.0,76.0,0,0,5.0,1939,56388,2575000,0.1147086031452359,24.8
"Tjädervägen 9, Bjärred, Lomma",55.72265,13.0334578,160.0,866.0,0.0,0,0,6.0,1998,51300,6600000,0.18475750577367206,26.666666666666668
"Galvarevägen 9, Ödeborg, Färgelanda",58.5482421988,11.9711127367,120.0,770.0,0.0,0,0,4.0,1979,27273,1875000,0.15584415584415584,30.0
"Kärrgatan 14, Glimåkra, Östra Göinge",56.3063504123,14.1344238564,140.0,1374.0,180.0,0,0,5.0,1973,14589,1300000,0.10189228529839883,28.0
"Bettna-Björkåsen, Bettna, Flens",58.91674204093671,16.629021716980663,100.0,4064.0,120.0,0,0,5.0,1957,23721,1400000,0.024606299212598427,20.0
"Kaplansvägen 4, Kyrkbyn/Gammelstad, Luleå",65.64389581131178,22.033794138652095,111.0,1095.0,56.0,1,0,4.0,1936,51949,2950000,0.10136986301369863,27.75
"Siste riddarens väg 1, Gamla Älvsjö, Stockholms",59.27559065610866,18.000688151309514,146.0,590.0,76.0,1,0,7.0,1909,39362,10900000,0.24745762711864408,20.857142857142858
"Rättarvägen 2, Vendelsö, Haninge",59.2059441,18.1927567,140.0,1660.0,70.0,0,0,6.0,1946,29388,8000000,0.08433734939759036,23.333333333333332
"Södra Rydsbergsvägen 14, Rydsberg, Lerums",57.7501564,12.2552671,169.0,998.0,24.0,0,0,5.0,1971,49785,5170000,0.16933867735470942,33.8
"Thaliavägen 6, Bromma Höglandet, Stockholms",59.3236656,17.9385033,157.0,849.0,78.0,0,0,7.0,1927,41605,15425000,0.18492343934040048,22.428571428571427
"Buxbomsvägen 28, Kungsbacka, Kungsbacka",57.5005845545,12.0918084569,114.0,580.0,0.0,0,0,4.0,2004,32400,5650000,0.19655172413793104,28.5
"Stadshagsvägen 5, Hammarby Stadshage, Västerås",59.6038857,16.5277615,120.0,658.0,120.0,0,0,5.0,1961,51080,7000000,0.182370820668693,24.0
"Tveten 108, Brodalen, Lysekils",58.4270377629,11.5153365203,53.0,5052.0,30.0,0,1,3.0,1929,26753,1710000,0.01049089469517023,17.666666666666668
"Dalamöllevägen 147, None, Ängelholms",56.2688044763,12.9443686755,174.0,3142.0,0.0,1,0,6.0,1940,41450,4000000,0.05537873965626989,29.0
"Kullevägen 4, Hälleviksstrand, Orust",58.1227692408,11.4439163756,79.0,148.0,0.0,0,0,4.0,1890,31100,5525000,0.5337837837837838,19.75
"Stationsvägen 33, Grangärde, Ludvika",60.26818064941473,15.008706633894878,147.0,4220.0,36.0,0,0,6.0,1933,40212,1200000,0.034834123222748814,24.5
"Enandersgatan 34, Byttorp, Borås",57.722538876,12.917138785,156.0,714.0,60.0,0,0,7.0,1922,33451,4200000,0.2184873949579832,22.285714285714285
"Rudbecksvägen 12, Tumba, Botkyrka",59.21125198953298,17.816124412172915,152.0,1179.0,41.0,1,0,6.0,1968,30519,5000000,0.1289228159457167,25.333333333333332
"Pumpgatan 3, Vaggeryd - Götafors, Vaggeryds",57.49188,14.1307755,125.0,1466.0,126.0,0,0,4.0,1976,55676,2800000,0.08526603001364257,31.25
"Långkärrsvägen 12, Sanda, Strängnäs",59.42241,16.9921741,55.0,1965.0,0.0,0,0,3.0,1969,25028,1660000,0.027989821882951654,18.333333333333332
"Stora Älsjövägen 56A, Olofstorp, Göteborgs",57.7939034,12.1792393,114.0,1119.0,0.0,0,0,5.0,1945,30650,2600000,0.10187667560321716,22.8
"Edsbergs-Via 403, Fjugesta, Lekebergs",59.168335,14.8602142,114.0,4740.0,70.0,0,0,4.0,1954,53490,1700000,0.024050632911392405,28.5
"Gökhem Mariedal 1 & 2, Gökhem, Falköpings",58.1669304262,13.4209114546,220.0,4437.0,104.0,0,0,6.0,1909,53000,655000,0.04958305161144918,36.666666666666664
"Per Ols väg 10, Bjärred, Lomma",55.71877,13.033003,116.0,237.0,0.0,1,0,5.0,2000,43600,4200000,0.48945147679324896,23.2
"Oxelgatan 13, Mösseberg, Falköpings",58.1654812643,13.5261686412,117.0,686.0,117.0,1,1,7.0,1978,50091,1400000,0.17055393586005832,16.714285714285715
